x,y
0.2820260636288847,0.8744164733240021
0.5293808899297245,0.9607763045838702
1.099928906238712,1.9582090668631593
0.5150675280035186,0.9698423045002557
0.2599468243146317,0.714607284904887
1.2543918812300268,1.9335683121971663
0.815775027060287,1.498066174715915
0.4828007787571078,1.051791370897996
1.1236213199734288,1.8795801229732332
0.7668212890775279,1.3742220606028215
0.2140061064256884,0.6244433710831274
1.9226613454456254,2.705645700610583
1.3409344799200404,2.161163004745704
1.7946466258401177,2.8640877150322037
1.39703100901001,2.233008184913996
1.868346908267536,2.6647436123866037
0.8381129454210698,1.5654735974889915
0.45981990106833637,0.9649943567356722
0.9047002875831669,1.7151859179754112
1.1413414987040191,1.8016689796841814
