x,y
0.06837532789807055,0.07984596203972491
0.9835195181195819,7.168508216611431
-0.7472655425659129,-1.4734817184808684
0.26435665022929444,0.7507159666285863
0.07922200625007392,0.22188376869888804
-0.6389410333557719,-1.1169765286746387
-0.2925020999139021,-0.3103380921823435
0.13724405337335144,0.2861928511739088
0.16015062009340264,0.2632705559570289
-0.28242294519362754,-0.5088954395595071
-0.5243625026241272,-0.8279517906138691
-0.367340831165889,-0.5288733120520315
0.8649616242189468,5.370171156765317
-0.5188743696977958,-0.72491333631467
0.9735000456406573,6.862445500909552
0.008196286700087985,-0.14115019478514435
-0.2966263991757039,-0.4124966756111002
0.13503664299719342,0.2944154191534992
-0.05792243918496953,-0.17566334972891312
-0.9132401730431987,-2.4760799456570015
