x,y
1.3070516125683804,-0.5573345366573075
1.750126402412743,-0.7727038825414595
0.7728547232616501,-0.36526831231797396
1.7354973520781825,-0.8505173968444549
1.461629108794751,-0.8002032886763989
1.0038829323845033,-0.18605706284202167
0.8648277616471245,-0.42903668564474784
0.33132201415424123,-0.5611455609865151
1.8271812676945818,-0.6380206129060293
0.3040714564163691,-0.8004689007786923
1.4514660667773716,-0.8394472813647752
0.44032450132327217,-0.5573469202273005
1.2487707034606301,-0.3836508774248892
0.24226592687159676,-0.8058722008924103
0.8580339913014285,-0.29033237375460874
0.8337865246317635,-0.2408220759084664
1.8672383511717596,-0.8529424255044389
1.7660114232069846,-0.7338513666820424
0.6436827177963893,-0.3664262450721167
0.9757878222455325,-0.38618127558984283
